hospital_id,hospital_name,email,phone_number,address,number_of_doctors,number_of_beds,hospital_type,establishment_date,notes,average_rating,price_per_day,total_capacity,number_of_nurses,number_of_departments,is_emergency_available
509,شركة الرياض للتجارة,bpdkgisp@outlook.com,+966 551428736,شارع جامعة الدول العربية، الرياض، 82241,214,294,خاص,2018-05-14,تقرير متابعة موقع شحن فاتورة خطوة تحديث نظام تأكيد. مالي طلب معالجة دعم نظام حساب تأكيد عميل مراجعة.,1.77,605,235,504,7,نعم
510,شركة التقنية المتقدمة,kfjdwt27@example.com,+966 524223369,طريق الملك فهد، مكة المكرمة، 80226,743,1932,جامعي,2024-10-25,مالي خطوة متابعة طلب طلب فريق. حساب حالة عميل تسليم خطوة نجاح موافقة موافقة حالة نظام حساب فاتورة.,3.85,3903,1546,2373,9,نعم
511,مجموعة الفوزان,3np33bjb@example.com,+966 525685128,شارع جامعة الدول العربية، الدمام، 87445,378,2719,حكومي,2021-01-10,نشط متابعة نجاح تحديث مستندات فني موافقة تأكيد سائق موقع نشط عميل. موقع تأكيد تقرير حالة موقع طلب دعم نشط تقرير نشط. سائق نشط مستندات تقرير تسليم موقع.,2.76,3148,2175,2399,35,نعم
512,مؤسسة الحلول الرقمية,e6xx90t5@yahoo.com,+966 577556840,شارع جامعة الدول العربية، القاهرة، 14081,654,4157,جامعي,2020-02-27,طلب فني موقع عمليات تقرير معالجة موقع مراجعة معالجة مراجعة ملف. تأكيد معالجة خطوة معالجة موقع. تقرير معالجة معالجة حالة مالي. مالي فريق توصيل معايير توصيل نظام.,3.72,589,3326,482,38,لا
513,مؤسسة الحلول الرقمية,r7p8vmnc@example.com,+966 588888239,شارع العليا، القاهرة، 95523,968,1170,جامعي,2020-08-06,فريق فني فريق مستندات نظام خطوة. طلب معايير مالي متابعة حساب مراجعة توصيل موافقة. تحديث نظام تحديث شحن مستندات خطوة حالة. نجاح طلب حالة سائق نجاح بيانات تسليم عميل حساب بيانات تسليم.,4.92,1386,936,480,32,نعم
514,مجموعة الفوزان,pd7mhnz5@yahoo.com,+966 543143454,شارع الملك عبد العزيز، دبي، 52788,668,2247,حكومي,2015-04-11,طلب موافقة مراجعة سائق نظام معايير مستندات فاتورة دعم. شحن موافقة دعم تحديث خطوة نظام ملف تأكيد.,3.77,1946,1798,309,45,لا
515,شركة الرياض للتجارة,hrf61aa3@datafactory.io,+966 514459078,شارع الملك عبد العزيز، الدمام، 80963,366,687,خاص,2024-03-09,فريق مالي مراجعة تسليم تحديث متابعة فريق مستندات موقع. عمليات خطوة حالة فاتورة مستندات نظام فني نجاح ملف توصيل معالجة. متابعة تسليم فاتورة بيانات تسليم.,2.58,1495,550,2163,10,نعم
516,شركة الرياض للتجارة,2bqe4eay@yahoo.com,+966 534774691,شارع العليا، دبي، 67085,48,3974,جامعي,2016-03-12,توصيل نظام مستندات طلب دعم مالي. سائق معالجة دعم دعم موقع مراجعة توصيل فني معايير مراجعة حالة مستندات. متابعة نظام فريق موقع بيانات شحن خطوة توصيل فاتورة فريق. خطوة فاتورة معالجة تسليم عمليات نظام مرا,1.15,2612,3179,1935,36,لا
517,مؤسسة الحلول الرقمية,exbsjgj4@outlook.com,+966 506024385,شارع جامعة الدول العربية، الرياض، 17406,937,2335,خاص,2021-08-20,معالجة خطوة دعم متابعة مالي حالة. توصيل سائق مراجعة نجاح فاتورة نشط تسليم موافقة معايير حساب موقع.,4.54,1814,1868,297,33,نعم
518,شركة الرياض للتجارة,ilf90448@outlook.com,+966 525952740,شارع الملك عبد العزيز، مكة المكرمة، 50059,919,870,حكومي,2019-04-20,توصيل فاتورة متابعة توصيل تقرير تحديث فريق تأكيد. متابعة موافقة فريق تقرير فريق موافقة معايير فاتورة معالجة ملف. توصيل طلب توصيل حالة تسليم ملف.,4.73,1522,696,1046,11,لا
519,مجموعة الفوزان,l55nkbd0@solix-agent.ai,+966 596747262,شارع الملك عبد العزيز، الرياض، 33392,432,2216,حكومي,2017-04-23,دعم ملف موقع حالة طلب. متابعة سائق عمليات فاتورة نجاح نجاح سائق متابعة تحديث نشط شحن. موافقة عميل مستندات نظام طلب سائق معايير نشط. موقع عميل فريق فريق ملف طلب سائق نشط ملف.,2.82,1702,1773,2028,14,نعم
520,مجموعة الفوزان,1gmtjsq8@yahoo.com,+966 512469420,شارع الملك عبد العزيز، القاهرة، 23534,871,3438,حكومي,2026-07-28,طلب طلب مالي دعم معايير. حساب حالة تأكيد معالجة حساب عميل بيانات دعم ملف توصيل متابعة متابعة. تأكيد عمليات فريق دعم نظام خطوة متابعة بيانات معالجة تقرير.,4.49,1942,2750,690,28,نعم
521,مجموعة الفوزان,56f0q9wl@example.com,+966 599092849,شارع التخصصي، الإسكندرية، 57176,776,3461,حكومي,2021-08-01,نجاح معايير مالي طلب ملف تقرير توصيل سائق. نجاح عمليات عمليات شحن فريق مالي سائق نشط حالة فاتورة حالة خطوة. عميل مالي موقع فاتورة تقرير متابعة.,4.14,1988,2769,456,12,لا
522,مجموعة الفوزان,c07yko75@example.com,+966 506240739,شارع التخصصي، مكة المكرمة، 40116,101,1343,خاص,2022-05-05,موقع تسليم مستندات مالي فني فريق طلب نظام دعم عمليات. فاتورة نظام تقرير ملف فريق.,1.28,500,1074,844,37,نعم
523,مجموعة الفوزان,88ydvx77@datafactory.io,+966 509503406,شارع التخصصي، جدة، 31209,212,3216,خاص,2018-09-22,موافقة فريق مراجعة حساب معايير معالجة نجاح مراجعة شحن. فريق فني مراجعة حساب دعم معايير مالي تقرير شحن فاتورة مراجعة حالة.,2.02,1271,2573,529,28,لا
524,شركة الرياض للتجارة,mq0ivqps@example.com,+966 503833651,شارع جامعة الدول العربية، الإسكندرية، 50284,962,181,جامعي,2026-05-07,فاتورة توصيل فريق معالجة عميل فريق مستندات موقع تقرير ملف. نشط فريق نجاح حساب معالجة تسليم موقع حساب موافقة. موافقة نجاح مالي معايير حساب حساب فريق مراجعة.,4.81,1842,145,1823,14,نعم
525,شركة الرياض للتجارة,c8ac2lrt@datafactory.io,+966 565631563,شارع الملك عبد العزيز، الدمام، 33489,820,1594,خاص,2020-10-19,مستندات متابعة نظام معالجة فاتورة بيانات سائق نشط. نشط مستندات طلب مراجعة شحن. دعم تسليم سائق مستندات مالي تحديث. عميل فاتورة تسليم دعم فاتورة تقرير سائق نجاح عميل.,4.33,3007,1275,1042,25,لا
526,مجموعة الفوزان,px39b5k2@outlook.com,+966 501163975,شارع الملك عبد العزيز، الإسكندرية، 74710,546,4214,خاص,2015-11-02,دعم بيانات عمليات مستندات بيانات توصيل عمليات توصيل عمليات معالجة نشط عميل. طلب متابعة مراجعة تقرير توصيل ملف نشط تسليم تسليم بيانات ملف.,3.29,1149,3371,2448,18,نعم
527,مؤسسة الحلول الرقمية,6d8u7yt8@solix-agent.ai,+966 544823731,طريق الملك فهد، الرياض، 11230,623,2507,جامعي,2018-10-06,معايير فريق فريق مستندات شحن تسليم موافقة. تحديث تقرير معالجة مستندات فاتورة خطوة تأكيد فريق تقرير.,3.57,4143,2006,1604,48,نعم
528,مؤسسة الحلول الرقمية,l0mdbn54@solix-agent.ai,+966 533719742,شارع التخصصي، مكة المكرمة، 79617,931,4211,خاص,2021-02-17,حالة معايير تأكيد نشط فاتورة تسليم. دعم مالي موافقة تسليم شحن نجاح فريق بيانات حالة.,4.96,4711,3369,1439,40,نعم
529,مؤسسة الحلول الرقمية,r3o8upom@gmail.com,+966 513348795,طريق الملك فهد، جدة، 48069,232,1981,خاص,2024-12-02,عميل موقع نظام توصيل متابعة موقع نشط. توصيل نظام ملف تسليم نظام نظام دعم متابعة تقرير مالي.,2.1,3491,1585,1271,15,لا
530,شركة الرياض للتجارة,ju6w8e83@example.com,+966 549471125,شارع الملك عبد العزيز، الدمام، 84150,213,4315,خاص,2020-07-12,عمليات متابعة طلب تسليم تسليم مستندات حساب خطوة شحن فريق خطوة. معالجة متابعة موافقة سائق طلب معايير توصيل فاتورة تسليم نشط نجاح نظام.,1.84,4680,3452,1739,50,لا
531,شركة التقنية المتقدمة,ek4evwol@yahoo.com,+966 599309264,شارع العليا، القاهرة، 57111,420,1719,خاص,2019-07-04,سائق موافقة فاتورة شحن موقع متابعة تحديث تحديث حالة معايير فني. فني تقرير معالجة طلب فني دعم تقرير فريق ملف نشط مراجعة حساب. نشط عميل شحن فاتورة تحديث تحديث.,2.68,2184,1375,1253,48,لا
532,شركة الرياض للتجارة,47eygzq6@gmail.com,+966 596400331,شارع جامعة الدول العربية، مكة المكرمة، 82443,788,4268,حكومي,2026-04-03,نشط معايير فريق دعم ملف موقع تأكيد معالجة. حساب معالجة طلب موافقة توصيل تأكيد فني موقع نظام شحن.,4.39,1073,3414,811,20,نعم
533,مؤسسة الحلول الرقمية,4gwnk4nh@datafactory.io,+966 542655410,طريق الملك فهد، دبي، 81614,981,3162,جامعي,2021-11-18,سائق دعم نظام متابعة سائق معايير نشط. طلب موقع فريق مالي حساب.,5.0,2230,2530,271,32,نعم
534,مجموعة الفوزان,lqjoaco2@outlook.com,+966 513068985,شارع التخصصي، جدة، 48887,421,484,حكومي,2023-01-13,موافقة بيانات معايير تسليم مراجعة توصيل نشط. تسليم فني سائق معايير دعم معايير طلب مستندات نشط مراجعة موقع معايير. نجاح شحن معالجة خطوة طلب معالجة بيانات فريق دعم. ملف تحديث خطوة معايير حساب شحن معايير,2.8,1096,387,589,41,نعم
535,مؤسسة الحلول الرقمية,dk3kjczx@yahoo.com,+966 592870558,شارع التخصصي، دبي، 22562,947,4215,جامعي,2026-11-02,تقرير حساب طلب حساب شحن. فريق فني شحن نشط مستندات حساب توصيل ملف عمليات فريق تقرير. توصيل فني نشط بيانات دعم معايير تأكيد ملف معايير. سائق تسليم نشط معالجة تحديث تسليم تأكيد.,4.76,4865,3372,1653,42,لا
