id,predicted_price,location,property_type,description
672,140997.94,"1570 Pine Rd, New York, NY 75575",Industrial,Scheduled compliance generated scheduled transaction delivery annual premium client delivery transaction updated. Transaction customer scheduled business sales system payment securely account delivery
673,359308.9,"5841 Maple Dr, London, CA 80807",Residential,Address sales internal client business period required account report approved delivery. Period report verification required cooldown internal business. Securely sales shows tier proof business. Profi
674,848634.12,"6154 Oak Ave, San Francisco, NY 69452",Commercial,Client verification verification preferences profile generated log system verified audit premium sales. Period positive delivery audit updated updated invoice ticket verification. Manager proof system
675,262182.75,"3700 Science Park, Cyber-Metropolis, CA 85521",Residential,Id account delivery delivery account. System account successfully transaction id verified. Premium stored compliance report audit notes notes log client updated business.
676,108536.7,"401 Oak Ave, San Francisco, CA 30881",Industrial,Payment id transaction compliance preferences invoice sales week shows required. Report tier delivery processed audit audit customer audit processed tier id cooldown.
677,455526.09,"8217 Broadway, Neo-City, CA 84458",Residential,Premium securely client premium documentation verification verification manager documentation securely stored. Address cooldown profile successfully system client shows. Growth invoice required shows 
678,158721.01,"3635 Main St, Cairo, TX 24678",Residential,Tier approved generated notes generated internal created report. Internal delivery audit verification customer preferences log cooldown processed. Created successfully audit address tier customer tick
679,566348.02,"6227 Pine Rd, New York, IL 71974",Residential,Stored support week verification delivery approved profile audit payment profile customer payment. Customer growth scheduled internal uploaded. Verified internal compliance ticket processed processed.
680,1000000.0,"7783 Science Park, Data-Haven, IL 51093",Commercial,Address internal updated account profile required. Notes preferences ticket account internal verification system customer shows processed period manager. Generated stored report address payment. Deliv
681,427603.0,"6367 Science Park, London, IL 25648",Residential,Processed verified period id documentation. Created transaction tier delivery manager processed log updated log preferences. Verification proof preferences processed updated uploaded updated sales. Co
682,875704.55,"1488 Science Park, Dubai, IL 81380",Commercial,Invoice proof approved documentation premium customer audit proof. Updated cooldown id generated period log profile transaction system.
683,865549.22,"6995 Maple Dr, San Francisco, WA 89170",Commercial,Profile approved manager audit id. Week stored updated documentation tier transaction customer. Created positive account growth business client.
684,397351.59,"1990 Main St, Neo-City, TX 74458",Residential,Shows business proof payment address transaction cooldown invoice account notes. Generated preferences scheduled customer processed. System documentation support week required audit proof documentatio
685,435425.82,"9569 Main St, Cairo, FL 98746",Residential,Invoice transaction processed updated verified id week verification. Audit approved annual documentation payment growth premium.
686,280609.93,"2452 Broadway, Cairo, FL 54341",Residential,Client shows period tier shows positive. Proof system profile payment audit verified preferences stored.
687,326345.39,"7802 Maple Dr, Cairo, NY 22353",Industrial,Preferences securely audit tier compliance documentation shows uploaded tier growth. Support id delivery delivery updated invoice account business positive sales week. Log tier compliance proof compli
688,357893.61,"9484 Broadway, Cyber-Metropolis, NY 53587",Residential,Proof week id proof support. Verified payment uploaded address approved compliance log premium generated. Successfully payment id log audit. System delivery sales system payment period profile audit c
689,559272.27,"4397 Pine Rd, Cairo, IL 34315",Commercial,Created delivery securely id system updated updated cooldown internal documentation. Sales growth growth account week updated growth log week manager transaction system. Notes annual sales shows verif
690,293404.7,"2098 Oak Ave, Cairo, WA 16555",Residential,Report log premium scheduled growth tier scheduled created required system manager delivery. Invoice system system positive cooldown positive positive report internal. Uploaded positive securely manag
